description,timestamp,fullness,collection,location
1884 Commonwealth Ave,10/14/2014 07:38:00 AM,YELLOW,False,"(42.33800497, -71.15289493)"
Corner of Westland & Saint Stephen's at Mass Ave,09/14/2014 12:10:00 AM,GREEN,True,"(42.34325304, -71.08602169)"
44 Franklin Street @ Hawley,12/17/2014 05:15:00 PM,YELLOW,False,"(42.3557072, -71.0588393)"
784 Huntington across from Fenwood &,12/15/2014 05:12:00 AM,GREEN,True,"(42.33369, -71.100577)"
426 Boylston St (Citizens Bank),09/12/2014 01:44:00 AM,GREEN,True,"(42.35120296, -71.07284531)"
Otis & Summer St (Qdobas),04/08/2014 12:32:00 PM,YELLOW,False,"(42.35425845, -71.05853408)"
564 Tremont st,10/17/2014 04:42:00 PM,RED,False,"(42.34359885, -71.07214987)"
Boston Common Tennis Courts (Needs Exact Location),08/01/2014 07:59:00 AM,RED,False,"(42.3537266, -71.0660265)"
1124 Boylston St.,09/27/2014 12:00:00 PM,GREEN,True,"(42.3467963, -71.0889104)"
47 Lansdowne St - Across from Bleacher bar,02/24/2014 02:02:00 PM,GREEN,True,"(42.3471798, -71.096792)"
240 Newbury Street in front of CVS,06/05/2014 09:16:00 AM,YELLOW,False,"(42.34967365, -71.08208099)"
Across from 373 Washington St.,02/15/2014 10:00:00 AM,GREEN,True,"(42.35631, -71.05951)"
Devonshire & Water St (Brown Brothers Harriman & Co),08/12/2014 08:43:00 PM,YELLOW,False,"(42.35764512, -71.05714629)"
Summer & Chaucey (7-11),08/12/2014 04:52:00 PM,YELLOW,False,"(42.35456767, -71.05912703)"
Tremont Street & Court Street,06/26/2014 04:40:00 PM,GREEN,True,"(42.35911123, -71.05951447)"
355 Newbury St,11/25/2014 11:04:00 AM,RED,False,"(42.34831644, -71.08751047)"
477 Washington St (opp Army & Navy Store),03/07/2014 06:42:00 PM,YELLOW,False,"(42.35497874, -71.06113146)"
Atlantic Ave and High St,07/11/2014 04:53:00 PM,YELLOW,False,"(42.35673339, -71.05064149)"
789 Harrison Ave,03/30/2014 10:44:00 AM,YELLOW,False,"(42.33604, -71.07374)"
210 Brighton Ave / Brighton (East) & Allston at Burger King,08/05/2014 10:11:00 PM,YELLOW,False,"(42.35320139, -71.13465433)"
NE Washington & Summer Street (in front of Macy's),09/11/2014 08:52:00 PM,YELLOW,False,"(42.35543176, -71.06036137)"
1884 Commonwealth Ave,10/20/2014 07:34:00 AM,YELLOW,False,"(42.33800497, -71.15289493)"
471 Columbus Ave,06/12/2014 01:03:00 PM,YELLOW,False,"(42.34326, -71.07838)"
1330 Boylston Street (near Yawkey Way),07/10/2014 08:40:00 PM,RED,False,"(42.3444105, -71.09806147)"
30 Kneeland,07/12/2014 01:45:00 PM,GREEN,True,"(42.35078, -71.06184)"
427 Washington Street (EB Horn Company Jewlers),10/14/2014 05:41:00 PM,YELLOW,False,"(42.3507566, -71.0635176)"
328 Washington St (Cohen's Fashion Optical),03/23/2014 08:44:00 AM,GREEN,True,"(42.3568756, -71.0588741)"
51 Clarendon/corner Chandler,11/15/2014 03:05:00 AM,GREEN,True,"(42.34634, -71.07312)"
Newbury & Mass Ave / Opposite of Urban Outfitters,10/12/2014 12:55:00 AM,GREEN,True,"(42.3480288, -71.08803024)"
532 Tremont at Milford St,12/27/2014 11:59:00 AM,YELLOW,False,"(42.3445374, -71.0705386)"
High & Summer (Sovereign Bank),05/08/2014 09:06:00 AM,YELLOW,False,"(42.35314697, -71.05697949)"
30 Kneeland,03/28/2014 04:10:00 PM,RED,False,"(42.35078, -71.06184)"
NE Washington & Summer Street (in front of Macy's),10/11/2014 12:40:00 AM,GREEN,True,"(42.35543176, -71.06036137)"
391 Hanover Street,06/02/2014 07:21:00 PM,GREEN,True,"(42.3652, -71.05309)"
355 Newbury St,05/12/2014 08:47:00 PM,GREEN,True,"(42.34831644, -71.08751047)"
Purchase and Summer Street  (west of South station),07/08/2014 12:17:00 PM,YELLOW,False,"(42.35293435, -71.05618526)"
Summer st and Arch st,01/29/2014 09:58:00 AM,GREEN,True,"(42.35448, -71.05907)"
Boylston and Clarendon St (Trinity Church),07/26/2014 10:17:00 AM,GREEN,True,"(42.35062463, -71.07526211)"
51 Clarendon/corner Chandler,04/22/2014 01:11:00 PM,GREEN,True,"(42.34634, -71.07312)"
26 North Street  (opp millennium bostonian hotel),06/02/2014 08:00:00 PM,GREEN,True,"(42.36069655, -71.05578864)"
659 Tremont St,05/03/2014 05:05:00 AM,YELLOW,False,"(42.34198461, -71.07515395)"
47 Lansdowne St - Across from Bleacher bar,11/15/2014 02:06:00 AM,GREEN,True,"(42.3471798, -71.096792)"
Summer & Chaucey (7-11),04/03/2014 07:02:00 PM,YELLOW,False,"(42.35456767, -71.05912703)"
Hynes T Stop on Mass Ave. between Newbury St. & Boylston St,12/04/2014 06:13:00 PM,RED,False,"(42.3478826, -71.08797362)"
200 Atlantic Avenue (Tia's & Columbus Park),06/21/2014 03:16:00 PM,YELLOW,False,"(42.36023006, -71.05196628)"
Washington Street & Waldo Terrace / Brighton Center,03/12/2014 08:00:00 AM,YELLOW,False,"(42.34915242, -71.1522564)"
88 Broad St (sidewalk bump),01/06/2014 01:00:00 PM,GREEN,True,"(42.35743776, -71.05249873)"
100 Meridian @ London,02/07/2014 04:06:00 PM,YELLOW,False,"(42.37344585, -71.03900682)"
261 Hanover Street,10/06/2014 05:57:00 PM,YELLOW,False,"(42.3636, -71.05487)"
74 Berklee,09/18/2014 03:11:00 AM,GREEN,True,"(42.3443, -71.067)"
Hemenway and Westland St (SE Corner),10/13/2014 07:44:00 PM,YELLOW,False,"(42.3438776, -71.08983783)"
Charles Circle in front of CVS,12/09/2014 09:45:00 AM,YELLOW,False,"(42.36076893, -71.07051928)"
31 New Chardon / New Chardon & Hawkins,05/19/2014 12:55:00 PM,GREEN,True,"(42.36237419, -71.06178797)"
470 Atlantic Ave (Atlantic & Pearl),07/13/2014 09:55:00 AM,GREEN,True,"(42.35463491, -71.05148157)"
Mass Ave. @ Marlborough,04/28/2014 10:01:00 AM,GREEN,True,"(42.34997374, -71.08915132)"
Devonshire & State - Boston Massacre Landmark,01/10/2014 12:07:00 PM,YELLOW,False,"(42.35883108, -71.05698941)"
260 Washington St (Eat Kitchen Restaurant),10/29/2014 12:37:00 AM,GREEN,True,"(42.3578315, -71.0579119)"
Corner of Westland & Saint Stephen's at Mass Ave,09/25/2014 12:35:00 AM,GREEN,True,"(42.34325304, -71.08602169)"
30 Kneeland,02/04/2014 06:18:00 PM,YELLOW,False,"(42.35078, -71.06184)"
44 Franklin Street @ Hawley,06/24/2014 12:01:00 PM,YELLOW,False,"(42.3557072, -71.0588393)"
1956 Beacon Street @ Sutherland (Starbucks),06/10/2014 09:13:00 AM,GREEN,False,"(42.33615978, -71.15020115)"
Boylston & Ring Street - Corner in front of Republic Bank,06/14/2014 08:19:00 AM,YELLOW,False,"(42.34907841, -71.08083237)"
150 Newbury Street,03/08/2014 02:57:00 PM,RED,False,"(42.35081, -71.07782)"
554 Tremont,04/03/2014 07:03:00 AM,RED,False,"(42.34386, -71.07167)"
Tremont 30th and Avery St (Loews Theatre),05/13/2014 06:57:00 PM,RED,False,"(42.35328728, -71.06418228)"
Summer & Chauncey (Rear Entrance Macy's),09/14/2014 07:08:00 AM,GREEN,True,"(42.3545003, -71.0591524)"
289 Hanover Street,12/14/2014 05:06:00 AM,GREEN,True,"(42.36389, -71.05433)"
74 Berklee,07/26/2014 02:02:00 PM,YELLOW,False,"(42.3443, -71.067)"
Devonshire & Water St (T Station),09/08/2014 08:52:00 PM,RED,True,"(42.3575052, -71.05738735)"
355 Newbury St,09/10/2014 04:47:00 AM,RED,False,"(42.34831644, -71.08751047)"
30 Kneeland,01/16/2014 05:49:00 PM,YELLOW,False,"(42.35078, -71.06184)"
357 Hanover Street,11/13/2014 06:45:00 PM,GREEN,True,"(42.36471, -71.0535)"
Arlington St & Stuart St (100 Arlington),11/08/2014 03:48:00 AM,YELLOW,False,"(42.35008178, -71.0697505)"
Cambridge and Joy in front of beacon hill athletic club,08/18/2014 05:56:00 PM,GREEN,True,"(42.3611127, -71.0650131)"
2 Avenue De Lafayette and Washington St.,10/06/2014 04:26:00 PM,GREEN,True,"(42.3538783, -71.0621546)"
75 Dartmouth,08/04/2014 01:08:00 PM,RED,False,"(42.345189, -71.07477)"
NE corner Mass Ave. & Washington St.,08/24/2014 01:51:00 PM,YELLOW,False,"(42.33651515, -71.07681729)"
477 Washington St (opp Army & Navy Store),08/22/2014 08:12:00 PM,YELLOW,False,"(42.35497874, -71.06113146)"
1309 Boylston Street,11/10/2014 12:58:00 PM,GREEN,True,"(42.344205, -71.0992191)"
465 Cambridge Street @ Craftsman,09/13/2014 01:10:00 AM,GREEN,True,"(42.35397159, -71.13625554)"
229 Brighton Ave @ Craftsman St,08/11/2014 07:31:00 PM,YELLOW,False,"(42.35357211, -71.13564586)"
North side Ipswich - opp Fenway HS,09/05/2014 09:43:00 AM,GREEN,True,"(42.34620479, -71.09556355)"
Mass Ave. @ Beacon Northbound,01/30/2014 05:59:00 PM,GREEN,False,"(42.35083018, -71.08942683)"
41 Berklee,11/20/2014 03:45:00 PM,YELLOW,False,"(42.345723, -71.070175)"
26 Temple Place / Temple Place Cafe in Downtown Crossing,08/14/2014 10:59:00 AM,GREEN,True,"(42.35534447, -71.0621863)"
26 Temple Place / Temple Place Cafe in Downtown Crossing,05/31/2014 01:40:00 AM,GREEN,True,"(42.35534447, -71.0621863)"
76 South St ( BFS Business Printing),05/13/2014 12:12:00 AM,GREEN,True,"(42.3515368, -71.0571171)"
84 Mass Ave / Back Bay Bicycles,08/13/2014 01:30:00 AM,GREEN,True,"(42.34883691, -71.08844601)"
Avenue De Lafayette and Chancy,08/19/2014 10:12:00 AM,GREEN,True,"(42.35324982, -71.06073712)"
Tremont st and School st,11/10/2014 01:58:00 PM,GREEN,False,"(42.35805, -71.06033)"
Summer & Chaucey (7-11),10/16/2014 02:17:00 AM,YELLOW,False,"(42.35456767, -71.05912703)"
157 Brighton Ave / Brighton & Harvard (Tedeschi's),05/25/2014 01:07:00 AM,RED,False,"(42.35314057, -71.13230407)"
276 Washington,11/10/2014 03:39:00 AM,RED,False,"(42.35756, -71.05813)"
1623 Washington St @ West Concord,10/16/2014 08:57:00 AM,GREEN,True,"(42.33802, -71.07484)"
147 Tremont @ West Street (Opposite Boston Common),10/10/2014 02:21:00 AM,GREEN,True,"(42.35520119, -71.06320713)"
200 Washington St (state street T stop),06/20/2014 05:06:00 AM,GREEN,True,"(42.3580592, -71.05781172)"
34 Bromfield Street,02/04/2014 10:05:00 AM,GREEN,True,"(42.3567331, -71.0603085)"
1745 Washington Street,06/13/2014 01:15:00 PM,GREEN,True,"(42.3366, -71.07687)"
539 Tremont,04/19/2014 10:02:00 AM,GREEN,True,"(42.344527, -71.07079)"
Glenville Tr and Harvard Ave,08/20/2014 11:21:00 AM,RED,False,"(42.3511566, -71.1314505)"
1875 Commonweath Ave,05/19/2014 08:18:00 AM,GREEN,True,"(42.33830114, -71.15335058)"
58 Charles Street @ Stuart Street,02/25/2014 06:35:00 PM,YELLOW,False,"(42.35088074, -71.06689851)"
396 Hanover Street (Contrada coffee shop),02/10/2014 02:58:00 PM,GREEN,True,"(42.3659652, -71.0529941)"
Dartmouth St & Stuart St (SE Corner),03/15/2014 02:35:00 PM,RED,False,"(42.34820802, -71.07628189)"
357 Hanover Street,12/09/2014 07:52:00 PM,GREEN,True,"(42.36471, -71.0535)"
147 Tremont @ West Street (Opposite Boston Common),09/27/2014 05:30:00 AM,GREEN,True,"(42.35520119, -71.06320713)"
Huntington Ave & West Newtown Street,04/18/2014 02:52:00 AM,GREEN,True,"(42.34537532, -71.08157627)"
89 South Street  (Al's South Street Café),09/05/2014 01:13:00 PM,YELLOW,False,"(42.351844, -71.057489)"
Columbus @ Dartmouth st.,05/11/2014 10:41:00 AM,RED,False,"(42.34604, -71.07515)"
Columbus @ Clarendon,05/27/2014 12:34:00 AM,YELLOW,False,"(42.3471, -71.07368)"
200 Newbury Street,06/15/2014 05:00:00 PM,GREEN,True,"(42.35023008, -71.0800102)"
402 Atlantic Ave,08/16/2014 01:05:00 AM,GREEN,True,"(42.3556264, -71.0507777)"
281 Franklin Street @ Batterymarch Street,07/27/2014 02:29:00 AM,GREEN,True,"(42.35694113, -71.05320165)"
187 East Cottage Street,04/24/2014 11:39:00 PM,RED,False,"(42.3205476, -71.06113962)"
Hemenway and Westland St (SE Corner),05/30/2014 08:08:00 AM,GREEN,True,"(42.3438776, -71.08983783)"
342 Hanover (White Hen Pantry),10/01/2014 01:30:00 PM,RED,False,"(42.3648934, -71.0536149)"
Milk & Batterymarch St,06/23/2014 06:40:00 PM,GREEN,True,"(42.35776634, -71.05441481)"
190A Brighton Ave / Brighton (East) & Quint at La Mamma Pizza,01/22/2014 09:43:00 AM,GREEN,True,"(42.35311742, -71.1339679)"
890 Comm Ave / Comm (Eastbound) & St Paul,07/27/2014 07:14:00 AM,GREEN,True,"(42.35091673, -71.11562927)"
539 Tremont,06/07/2014 08:30:00 PM,YELLOW,False,"(42.344527, -71.07079)"
1114 Washington Street (Ming's Chinese Market),10/07/2014 08:38:00 AM,YELLOW,False,"(42.34423812, -71.06570621)"
NE Washington & Summer Street (in front of Macy's),08/16/2014 11:01:00 AM,YELLOW,False,"(42.35543176, -71.06036137)"
261 Hanover Street,10/04/2014 08:12:00 AM,YELLOW,False,"(42.3636, -71.05487)"
229 Brighton Ave @ Craftsman St,11/21/2014 06:35:00 PM,YELLOW,False,"(42.35357211, -71.13564586)"
59 Temple Place,07/05/2014 06:02:00 PM,YELLOW,False,"(42.35492047, -71.06156127)"
357 Hanover Street,07/15/2014 02:12:00 PM,YELLOW,False,"(42.36471, -71.0535)"
320 Newbury Street,09/08/2014 11:52:00 AM,YELLOW,False,"(42.34868, -71.08578)"
Tremont & Beacon St (Kings Chapel Burying Ground),08/14/2014 08:12:00 PM,RED,True,"(42.35850775, -71.06016237)"
Washington and Milk Boston Ma,07/26/2014 05:00:00 PM,GREEN,True,"(42.35710853, -71.05877311)"
200 Washington St (state street T stop),04/03/2014 07:16:00 PM,GREEN,False,"(42.3580592, -71.05781172)"
Clinton and North St opposite the Millennium Hotel,06/24/2014 12:28:00 AM,GREEN,True,"(42.3607261, -71.0558865)"
218 Hanover ST (cvs),05/03/2014 07:56:00 PM,RED,False,"(42.36297845, -71.05539223)"
1114 Washington Street (Ming's Chinese Market),12/25/2014 11:35:00 AM,GREEN,True,"(42.34423812, -71.06570621)"
30 Kneeland,01/23/2014 05:08:00 PM,GREEN,True,"(42.35078, -71.06184)"
Devonshire St (Old State House),06/21/2014 12:49:00 PM,YELLOW,False,"(42.3586188, -71.05729207)"
Cambridge St and New Chardon (dunkin doughnuts),04/18/2014 03:50:00 PM,YELLOW,False,"(42.36141985, -71.06307164)"
Stuart St & Warrenton St,04/14/2014 12:10:00 PM,YELLOW,False,"(42.35093982, -71.06588898)"
Dartmouth St & Stuart St (SE Corner),08/22/2014 06:27:00 PM,GREEN,True,"(42.34820802, -71.07628189)"
NE Beach and Washington (Q Hot spot restaurant),10/08/2014 08:48:00 PM,YELLOW,False,"(42.35159759, -71.0627522)"
129 Tremont St (burger king),11/01/2014 04:15:00 PM,YELLOW,False,"(42.35634431, -71.06203197)"
Beacon Street and Ayr St (Tedeschi),09/24/2014 09:27:00 PM,RED,False,"(42.33654692, -71.14878916)"
95 Brighton Ave / Budget Truck,09/19/2014 10:20:00 AM,GREEN,True,"(42.35288371, -71.12998254)"
SE corner of West Canton and Columbus,03/09/2014 03:05:00 PM,YELLOW,False,"(42.34483487, -71.0763413)"
Boylston St (Copley T Station),08/31/2014 12:11:00 PM,GREEN,True,"(42.3498149, -71.07807363)"
194 Mass Ave @ Clearway Street,02/11/2014 01:36:00 PM,YELLOW,False,"(42.3454531, -71.08680118)"
Surface rd.@Beach st.,02/24/2014 09:12:00 AM,YELLOW,False,"(42.35056419, -71.05675482)"
125 Tremont & Hamilton St (FedEx),09/14/2014 06:43:00 AM,GREEN,True,"(42.35653242, -71.06190233)"
294 Congress (near Dorchester Ave),07/21/2014 07:05:00 PM,GREEN,True,"(42.35266677, -71.05233923)"
187 East Cottage Street,05/17/2014 08:02:00 PM,RED,False,"(42.3205476, -71.06113962)"
1623 Washington St @ West Concord,08/11/2014 02:06:00 PM,YELLOW,False,"(42.33802, -71.07484)"
SE Corner 148 Brookline Ave (in front of Chipotle),10/14/2014 01:51:00 PM,RED,False,"(42.34476148, -71.10106409)"
Tremont st and School st,09/05/2014 06:24:00 PM,YELLOW,False,"(42.35805, -71.06033)"
Dartmouth St & Stuart St (SE Corner),07/21/2014 06:22:00 PM,GREEN,True,"(42.34820802, -71.07628189)"
Boylston @ Kilmarnock (NW Corner),09/09/2014 02:53:00 AM,GREEN,True,"(42.34400075, -71.10014488)"
470 Atlantic Ave (Atlantic & Pearl),06/03/2014 02:57:00 AM,GREEN,True,"(42.35463491, -71.05148157)"
West Newton & St Botolph,05/13/2014 12:07:00 PM,YELLOW,False,"(42.34481541, -71.08105375)"
187 East Cottage Street,07/16/2014 08:41:00 AM,GREEN,False,"(42.3205476, -71.06113962)"
Atlantic Ave and High St,07/05/2014 12:00:00 AM,GREEN,True,"(42.35673339, -71.05064149)"
74 Berklee,07/24/2014 04:48:00 PM,GREEN,True,"(42.3443, -71.067)"
East Side of Ipswich - Shell gas station,08/17/2014 09:49:00 PM,RED,False,"(42.34554096, -71.09537177)"
200 Atlantic Avenue (Tia's & Columbus Park),07/22/2014 08:45:00 PM,GREEN,True,"(42.36023006, -71.05196628)"
Devonshire & Milk St (Opp 50 Milk St),10/27/2014 11:40:00 AM,YELLOW,False,"(42.35669392, -71.0574776)"
Across from 1146 Washington St.@ Bus stop,03/23/2014 03:53:00 PM,GREEN,True,"(42.34371779, -71.06630437)"
South St. @ Beach St.,01/08/2014 04:17:00 PM,YELLOW,False,"(42.3504072, -71.0567736)"
Brookline & Kilmarnock @ Sal's Pizza,01/13/2014 01:44:00 PM,GREEN,True,"(42.34492057, -71.10090643)"
Franklin & Arch @ Parking Garage,05/01/2014 07:34:00 PM,GREEN,True,"(42.35552807, -71.0582085)"
449 Washington St (opp Macy's),12/12/2014 03:45:00 PM,YELLOW,False,"(42.35544997, -71.06066429)"
227 Hanover Street,06/02/2014 07:02:00 PM,GREEN,True,"(42.36292, -71.055295)"
630 Washington (Chinatown T stop),03/15/2014 06:01:00 PM,RED,False,"(42.35222904, -71.06260137)"
Comm Ave (East) Bus Stop at Carlton St / Next to Parking Lot,06/11/2014 10:28:00 AM,YELLOW,False,"(42.3500784, -71.10859829)"
1662 Washington St.,09/04/2014 08:08:00 AM,GREEN,True,"(42.33757068, -71.07537059)"
1745 Washington Street,02/19/2014 11:20:00 AM,YELLOW,False,"(42.3366, -71.07687)"
789 Harrison Ave,09/04/2014 06:11:00 PM,YELLOW,False,"(42.33604, -71.07374)"
129 Tremont St (burger king),11/05/2014 08:08:00 AM,GREEN,True,"(42.35634431, -71.06203197)"
26 Temple Place / Temple Place Cafe in Downtown Crossing,02/19/2014 06:54:00 PM,GREEN,True,"(42.35534447, -71.0621863)"
261 Hanover Street,06/25/2014 02:56:00 AM,GREEN,True,"(42.3636, -71.05487)"
139 Meridian Street,06/18/2014 01:43:00 AM,RED,False,"(42.37344166, -71.03899854)"
1714 Washington Street,12/10/2014 04:00:00 PM,GREEN,True,"(42.33695123, -71.0761684)"
331 Hanover Street,07/13/2014 07:53:00 PM,GREEN,True,"(42.364252, -71.053905)"
890 Comm Ave / Comm (Eastbound) & St Paul,09/04/2014 09:11:00 AM,GREEN,True,"(42.35091673, -71.11562927)"
SW N. Washington & Causeway,09/29/2014 08:48:00 AM,RED,False,"(42.36671342, -71.05860344)"
Tremont 30th and Avery St (Loews Theatre),02/22/2014 03:25:00 PM,YELLOW,False,"(42.35328728, -71.06418228)"
51 Clarendon/corner Chandler,04/13/2014 09:23:00 AM,YELLOW,False,"(42.34634, -71.07312)"
563 Columbus Avenue,08/07/2014 06:51:00 PM,YELLOW,False,"(42.34087, -71.08143)"
74 Berklee,01/13/2014 11:51:00 AM,GREEN,True,"(42.3443, -71.067)"
497 Huntington / Huntington (West),07/26/2014 10:40:00 AM,GREEN,True,"(42.33781951, -71.09567639)"
30 Kneeland,10/05/2014 11:19:00 AM,YELLOW,False,"(42.35078, -71.06184)"
1955 Beacon St & Chestnut HIll Ave (Dunkin Donuts),08/01/2014 07:05:00 PM,YELLOW,False,"(42.33573005, -71.15020626)"
659 Tremont St,03/11/2014 08:34:00 AM,YELLOW,False,"(42.34198461, -71.07515395)"
Boylston St (Lord and Taylor Entrance),08/19/2014 05:24:00 AM,GREEN,True,"(42.3492027, -71.08031759)"
Causeway and Haverhill (front of the T Stop),04/21/2014 05:43:00 PM,YELLOW,False,"(42.36578318, -71.06071701)"
470 Atlantic Ave (Atlantic & Pearl),10/23/2014 03:49:00 PM,GREEN,True,"(42.35463491, -71.05148157)"
75 Dartmouth,06/29/2014 06:55:00 AM,GREEN,True,"(42.345189, -71.07477)"
1080 Boylston Street,01/27/2014 10:42:00 AM,GREEN,True,"(42.3471459, -71.0882423)"
Tremont @ Berkeley,05/06/2014 12:33:00 AM,GREEN,True,"(42.3452651, -71.0698391)"
150 Mass Ave,02/10/2014 09:06:00 AM,YELLOW,False,"(42.34718207, -71.0875808)"
73 Brookline Ave (Kenmore Parking Lot),07/31/2014 08:33:00 AM,YELLOW,False,"(42.34676296, -71.09914698)"
702 Mass Ave & Harrison @ Boston Medical Center,05/19/2014 10:05:00 PM,GREEN,True,"(42.33511781, -71.07512533)"
Congress St and Atlantic Ave (NE Corner),05/28/2014 09:32:00 PM,GREEN,True,"(42.35365814, -71.05346427)"
1103 Comm Ave (Packards Corner),02/25/2014 11:25:00 PM,YELLOW,False,"(42.3519266, -71.1254758)"
659 Tremont St,12/19/2014 10:03:00 AM,YELLOW,False,"(42.34198461, -71.07515395)"
Tremont & Calumet,01/31/2014 02:41:00 PM,RED,False,"(42.33402261, -71.10463691)"
Last noted at Forest Hills Cemetery-Not there now Location Unkown,04/22/2014 07:57:00 AM,GREEN,True,"(42.2938618, -71.09465687)"
110 Meridian (Bus stop),03/04/2014 05:35:00 AM,YELLOW,False,"(42.37225, -71.03903609)"
Devonshire & State - Boston Massacre Landmark,01/26/2014 09:06:00 PM,RED,False,"(42.35883108, -71.05698941)"
89 South Street  (Al's South Street Café),11/08/2014 06:43:00 PM,YELLOW,False,"(42.351844, -71.057489)"
J Hook side of the North Ave Bridge,10/01/2014 02:24:00 AM,GREEN,False,"(42.35492615, -71.05044773)"
129 Tremont St (burger king),04/19/2014 03:24:00 AM,GREEN,True,"(42.35634431, -71.06203197)"
15 Lansdowne in front ot House of Blues.,12/12/2014 02:53:00 AM,YELLOW,False,"(42.34720359, -71.09565474)"
SE Brookline & Newbury (opp Popeyes chicken),01/01/2014 04:26:00 AM,YELLOW,True,"(42.34818234, -71.09744473)"
150 Newbury Street,08/11/2014 04:05:00 PM,RED,False,"(42.35081, -71.07782)"
NE Washington & Summer Street (in front of Macy's),03/31/2014 05:15:00 PM,GREEN,True,"(42.35543176, -71.06036137)"
Boylston & Ring Street - Corner in front of Republic Bank,02/10/2014 01:15:00 PM,GREEN,True,"(42.34907841, -71.08083237)"
Atlantic Ave and Pearl St,03/10/2014 08:37:00 PM,GREEN,True,"(42.35398413, -71.05282188)"
Hanover & Congress St (Across City Hall Plaza),12/12/2014 06:09:00 PM,YELLOW,False,"(42.36169421, -71.05753524)"
Corner of Beach & Harrison - Sovereign Bank,05/31/2014 09:21:00 AM,YELLOW,False,"(42.35139273, -71.0612938)"
Boylston & Hemenway St (opp Symphony Mart Store),11/08/2014 05:55:00 AM,RED,False,"(42.34681182, -71.08924811)"
30 Kneeland,10/26/2014 07:32:00 AM,GREEN,True,"(42.35078, -71.06184)"
610 Tremont St.,06/08/2014 09:47:00 AM,GREEN,False,"(42.34268047, -71.07385844)"
147 Tremont @ West Street (Opposite Boston Common),07/18/2014 02:36:00 AM,GREEN,True,"(42.35520119, -71.06320713)"
